KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K03046	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26135	2.7.7.6
K03046	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26368	2.7.7.6
K03046	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26369	2.7.7.6
K03046	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26370	2.7.7.6
K03046	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26372	2.7.7.6
K03046	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26373	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K00960	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K02999	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03002	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03006	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03010	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03018	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03021	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03040	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03041	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03042	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03043	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03044	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03045	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03046	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03047	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03049	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03051	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03052	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03053	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03054	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03055	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03056	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03058	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03059	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K03060	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K10908	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K13797	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K13798	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K16250	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K16251	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K16252	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K21081	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K21239	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K21313	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25273	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25274	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25275	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25276	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25277	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25278	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K25279	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26135	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26368	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26369	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26370	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26372	2.7.7.6
K03060	1	Prochlorococcus	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K26373	2.7.7.6
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K02283	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K02412	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K02454	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K03070	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K03196	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K03199	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K03205	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K03224	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K12080	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K12083	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K12108	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K20527	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K20530	7.4.2.8
K03070	1	Prochlorococcus	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K22506	7.4.2.8
K03072	1	Prochlorococcus			K03072	
K03073	1	Prochlorococcus			K03073	
K03074	1	Prochlorococcus			K03074	
K03075	1	Prochlorococcus			K03075	
K03076	1	Prochlorococcus			K03076	
K03086	1	Prochlorococcus			K03086	
K03087	1	Prochlorococcus			K03087	
K03100	1	Prochlorococcus	3.4.21.89	K03100,K13280	K03100	3.4.21.89
K03100	1	Prochlorococcus	3.4.21.89	K03100,K13280	K13280	3.4.21.89
K03106	1	Prochlorococcus	3.6.5.4	K03106	K03106	3.6.5.4
K03110	1	Prochlorococcus			K03110	
K03111	1	Prochlorococcus			K03111	
K03113	1	Prochlorococcus			K03113	
K03116	1	Prochlorococcus			K03116	
K03118	1	Prochlorococcus			K03118	
K03147	1	Prochlorococcus	4.1.99.17	K03147	K03147	4.1.99.17
K03149	1	Prochlorococcus	2.8.1.10	K03149	K03149	2.8.1.10
K03153	1	Prochlorococcus	1.4.3.19	K03153	K03153	1.4.3.19
K03168	1	Prochlorococcus	5.6.2.1	K03163,K03165,K03168,K03169,K25988	K03163	5.6.2.1
K03168	1	Prochlorococcus	5.6.2.1	K03163,K03165,K03168,K03169,K25988	K03165	5.6.2.1
K03168	1	Prochlorococcus	5.6.2.1	K03163,K03165,K03168,K03169,K25988	K03168	5.6.2.1
K03168	1	Prochlorococcus	5.6.2.1	K03163,K03165,K03168,K03169,K25988	K03169	5.6.2.1
K03168	1	Prochlorococcus	5.6.2.1	K03163,K03165,K03168,K03169,K25988	K25988	5.6.2.1
K03177	1	Prochlorococcus	5.4.99.25	K03177,K07583	K03177	5.4.99.25
