KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K05573	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05574	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05575	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05576	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05577	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05578	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05579	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05580	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05581	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05582	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05583	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05584	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05585	1	Prochlorococcus	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K05592	1	Prochlorococcus	5.6.2.7	K03732,K05590,K05592,K11273,K11594,K11927,K12614,K12811,K12812,K12823,K12835,K12858,K13025,K13116,K13131,K13177,K13178,K13179,K13181,K13182,K13183,K13982,K14776,K14777,K14778,K14779,K14805,K14806,K14807,K14808,K14809,K14810,K14811,K16911,K17043,K17642,K17678,K17679,K18655,K18656,K18692,K19466,K20096,K20103,K21869	K03732,K05590,K05592,K11273,K11594,K11927,K12614,K12811,K12812,K12823,K12835,K12858,K13025,K13116,K13131,K13177,K13178,K13179,K13181,K13182,K13183,K13982,K14776,K14777,K14778,K14779,K14805,K14806,K14807,K14808,K14809,K14810,K14811,K16911,K17043,K17642,K17678,K17679,K18655,K18656,K18692,K19466,K20096,K20103,K21869	5.6.2.7
K05808	1	Prochlorococcus			K05808	
K05810	1	Prochlorococcus	2.4.2.1,2.4.2.28,3.5.4.4	K01488,K05810,K19572,K00772,K05810,K03783,K03784,K05810,K09913	K00772,K01488,K03783,K03784,K05810,K09913,K19572	2.4.2.1,2.4.2.28,3.5.4.4
K05837	1	Prochlorococcus	2.4.99.28	K03588,K03814,K04478,K05365,K05366,K05367,K05837,K12551,K12555,K18770,K21464	K03588,K03814,K04478,K05365,K05366,K05367,K05837,K12551,K12555,K18770,K21464	2.4.99.28
K05886	1	Prochlorococcus	1.1.1.276	K05886	K05886	1.1.1.276
K05895	1	Prochlorococcus	1.3.1.54,1.3.1.106	K05895	K05895	1.3.1.106,1.3.1.54
K05896	1	Prochlorococcus			K05896	
K05936	1	Prochlorococcus	2.1.1.133,2.1.1.271	K05936	K05936	2.1.1.133,2.1.1.271
K05978	1	Prochlorococcus	3.1.3.69	K05978	K05978	3.1.3.69
K05979	1	Prochlorococcus	3.1.3.71	K05979	K05979	3.1.3.71
K06024	1	Prochlorococcus			K06024	
K06042	1	Prochlorococcus	5.4.99.61,5.4.99.60	K06042	K06042	5.4.99.60,5.4.99.61
K06118	1	Prochlorococcus	3.13.1.1	K06118	K06118	3.13.1.1
K06147	1	Prochlorococcus			K06147	
K06153	1	Prochlorococcus	3.6.1.27	K01096,K06153,K19302	K01096,K06153,K19302	3.6.1.27
K06158	1	Prochlorococcus			K06158	
K06168	1	Prochlorococcus	2.8.4.3	K06168	K06168	2.8.4.3
K06169	1	Prochlorococcus	1.14.99.69	K06169	K06169	1.14.99.69
K06173	1	Prochlorococcus	5.4.99.12	K06173	K06173	5.4.99.12
K06178	1	Prochlorococcus	5.4.99.22	K06178	K06178	5.4.99.22
K06180	1	Prochlorococcus	5.4.99.23	K06180	K06180	5.4.99.23
K06182	1	Prochlorococcus	5.4.99.21	K06182	K06182	5.4.99.21
K06183	1	Prochlorococcus	5.4.99.19	K06183	K06183	5.4.99.19
K06187	1	Prochlorococcus			K06187	
K06196	1	Prochlorococcus			K06196	
K06199	1	Prochlorococcus			K06199	
K06206	1	Prochlorococcus			K06206	
K06207	1	Prochlorococcus			K06207	
K06208	1	Prochlorococcus	5.4.99.5	K01850,K04092,K04093,K04516,K06208,K06209,K13853,K14170,K14187	K01850,K04092,K04093,K04516,K06208,K06209,K13853,K14170,K14187	5.4.99.5
K06213	1	Prochlorococcus			K06213	
K06217	1	Prochlorococcus			K06217	
K06287	1	Prochlorococcus			K06287	
K06381	1	Prochlorococcus	4.2.2.29	K03642,K06381,K07082,K08304,K08305,K08306,K08307,K08308,K08309,K18691,K27245	K03642,K06381,K07082,K08304,K08305,K08306,K08307,K08308,K08309,K18691,K27245	4.2.2.29
K06402	1	Prochlorococcus			K06402	
K06442	1	Prochlorococcus	2.1.1.226,2.1.1.227	K06442	K06442	2.1.1.226,2.1.1.227
K06443	1	Prochlorococcus	5.5.1.19	K06443,K14605,K14606,K17841,K22502	K06443,K14605,K14606,K17841,K22502	5.5.1.19
K06444	1	Prochlorococcus	5.5.1.18	K06444	K06444	5.5.1.18
K06861	1	Prochlorococcus	7.5.2.5	K06861	K06861	7.5.2.5
K06864	1	Prochlorococcus	4.4.1.37,4.4.1.45	K06864	K06864	4.4.1.37,4.4.1.45
K06873	1	Prochlorococcus			K06873	
K06876	1	Prochlorococcus	4.1.99.13	K06876	K06876	4.1.99.13
K06883	1	Prochlorococcus			K06883	
K06885	1	Prochlorococcus			K06885	
K06890	1	Prochlorococcus			K06890	
K06891	1	Prochlorococcus			K06891	
K06898	1	Prochlorococcus	2.5.1.143	K06898	K06898	2.5.1.143
K06911	1	Prochlorococcus	1.13.11.24	K06911,K07155	K06911,K07155	1.13.11.24
K06917	1	Prochlorococcus	2.9.1.3	K06917	K06917	2.9.1.3
K06920	1	Prochlorococcus	6.3.4.20	K06920	K06920	6.3.4.20
K06925	1	Prochlorococcus			K06925	
K06940	1	Prochlorococcus			K06940	
K06941	1	Prochlorococcus	2.1.1.192	K06941	K06941	2.1.1.192
K06942	1	Prochlorococcus			K06942	
K06949	1	Prochlorococcus	3.1.3.100	K06949,K22911	K06949,K22911	3.1.3.100
K06966	1	Prochlorococcus	3.2.2.10	K06966	K06966	3.2.2.10
K06978	1	Prochlorococcus			K06978	
K06995	1	Prochlorococcus			K06995	
K06997	1	Prochlorococcus			K06997	
K06999	1	Prochlorococcus			K06999	
K07007	1	Prochlorococcus	1.3.1.114	K07007	K07007	1.3.1.114
K07015	1	Prochlorococcus			K07015	
K07019	1	Prochlorococcus			K07019	
K07026	1	Prochlorococcus	3.1.3.70	K07026	K07026	3.1.3.70
K07027	1	Prochlorococcus			K07027	
K07033	1	Prochlorococcus			K07033	
K07037	1	Prochlorococcus			K07037	
K07042	1	Prochlorococcus			K07042	
K07052	1	Prochlorococcus			K07052	
K07056	1	Prochlorococcus	2.1.1.198	K07056	K07056	2.1.1.198
K07058	1	Prochlorococcus			K07058	
K07071	1	Prochlorococcus			K07071	
K07079	1	Prochlorococcus			K07079	
K07086	1	Prochlorococcus			K07086	
K07088	1	Prochlorococcus			K07088	
K07090	1	Prochlorococcus			K07090	
K07107	1	Prochlorococcus			K07107	
K07120	1	Prochlorococcus			K07120	
K07146	1	Prochlorococcus			K07146	
K07240	1	Prochlorococcus			K07240	
K07259	1	Prochlorococcus	3.4.16.4	K01286,K02545,K03587,K05365,K05366,K05515,K07258,K07259,K12555,K18770,K18988,K21464,K21469	K01286,K02545,K03587,K05365,K05366,K05515,K07258,K07259,K12555,K18770,K18988,K21464,K21469	3.4.16.4
K07260	1	Prochlorococcus	3.4.17.14	K07260,K08640,K18866	K07260,K08640,K18866	3.4.17.14
K07263	1	Prochlorococcus			K07263	
K07277	1	Prochlorococcus			K07277	
K07301	1	Prochlorococcus			K07301	
K07304	1	Prochlorococcus	1.8.4.11	K07304,K12267	K07304,K12267	1.8.4.11
K07305	1	Prochlorococcus	1.8.4.12	K07305,K12267	K07305,K12267	1.8.4.12
K07315	1	Prochlorococcus	3.1.3.3	K01079,K02203,K05518,K07315,K15781,K22305,K25528	K01079,K02203,K05518,K07315,K15781,K22305,K25528	3.1.3.3
K07390	1	Prochlorococcus			K07390	
K07393	1	Prochlorococcus	1.8.5.7	K07393	K07393	1.8.5.7
K07397	1	Prochlorococcus			K07397	
K07399	1	Prochlorococcus			K07399	
K07444	1	Prochlorococcus			K07444	
K07447	1	Prochlorococcus			K07447	
K07448	1	Prochlorococcus			K07448	
K07456	1	Prochlorococcus			K07456	
K07478	1	Prochlorococcus			K07478	
K07566	1	Prochlorococcus	2.7.7.87	K07566	K07566	2.7.7.87
K07568	1	Prochlorococcus	2.4.99.17	K07568	K07568	2.4.99.17
K07577	1	Prochlorococcus			K07577	
K07636	1	Prochlorococcus	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K07657	1	Prochlorococcus			K07657	
K07738	1	Prochlorococcus			K07738	
K07742	1	Prochlorococcus			K07742	
K07755	1	Prochlorococcus	2.1.1.137	K07755	K07755	2.1.1.137
K07769	1	Prochlorococcus	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K07978	1	Prochlorococcus			K07978	
K08151	1	Prochlorococcus			K08151	
K08289	1	Prochlorococcus	6.3.1.21	K08289	K08289	6.3.1.21
K08300	1	Prochlorococcus	3.1.26.12	K08300	K08300	3.1.26.12
K08372	1	Prochlorococcus			K08372	
K08479	1	Prochlorococcus	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K08481	1	Prochlorococcus			K08481	
K08482	1	Prochlorococcus			K08482	
K08591	1	Prochlorococcus	2.3.1.275	K08591	K08591	2.3.1.275
K08641	1	Prochlorococcus	3.4.13.22	K08641,K18866	K08641,K18866	3.4.13.22
K08678	1	Prochlorococcus	4.1.1.35	K08678	K08678	4.1.1.35
K08679	1	Prochlorococcus	5.1.3.6	K08679	K08679	5.1.3.6
K08902	1	Prochlorococcus			K08902	
K08903	1	Prochlorococcus			K08903	
K08918	1	Prochlorococcus			K08918	
K08921	1	Prochlorococcus			K08921	
K08973	1	Prochlorococcus			K08973	
K08983	1	Prochlorococcus			K08983	
K09013	1	Prochlorococcus			K09013	
K09014	1	Prochlorococcus			K09014	
K09015	1	Prochlorococcus			K09015	
K09022	1	Prochlorococcus	3.5.99.10	K09022	K09022	3.5.99.10
K09121	1	Prochlorococcus	4.99.1.12	K09121	K09121	4.99.1.12
K09127	1	Prochlorococcus			K09127	
K09457	1	Prochlorococcus	1.7.1.13	K06879,K09457	K06879,K09457	1.7.1.13
K09458	1	Prochlorococcus	2.3.1.179	K09458	K09458	2.3.1.179
K09705	1	Prochlorococcus			K09705	
K09710	1	Prochlorococcus			K09710	
K09747	1	Prochlorococcus			K09747	
K09748	1	Prochlorococcus			K09748	
K09761	1	Prochlorococcus	2.1.1.193	K09761	K09761	2.1.1.193
K09763	1	Prochlorococcus			K09763	
K09767	1	Prochlorococcus			K09767	
K09772	1	Prochlorococcus			K09772	
K09775	1	Prochlorococcus			K09775	
K09780	1	Prochlorococcus			K09780	
K09797	1	Prochlorococcus			K09797	
K09800	1	Prochlorococcus			K09800	
K09819	1	Prochlorococcus			K09819	
K09835	1	Prochlorococcus	5.2.1.13	K09835	K09835	5.2.1.13
K09903	1	Prochlorococcus	2.7.4.22	K09903	K09903	2.7.4.22
K09919	1	Prochlorococcus			K09919	
K09928	1	Prochlorococcus			K09928	
K09931	1	Prochlorococcus			K09931	
K09942	1	Prochlorococcus			K09942	
K09958	1	Prochlorococcus			K09958	
K09966	1	Prochlorococcus			K09966	
K10026	1	Prochlorococcus	4.3.99.3	K10026	K10026	4.3.99.3
K10206	1	Prochlorococcus	2.6.1.83	K10206	K10206	2.6.1.83
K10255	1	Prochlorococcus	1.14.19.23,1.14.19.45	K10255	K10255	1.14.19.23,1.14.19.45
K10257	1	Prochlorococcus	1.14.19.25,1.14.19.35,1.14.19.36	K10257	K10257	1.14.19.25,1.14.19.35,1.14.19.36
