KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K02890	1	Synechocystis			K02890	
K02892	1	Synechocystis			K02892	
K02895	1	Synechocystis			K02895	
K02897	1	Synechocystis			K02897	
K02899	1	Synechocystis			K02899	
K02902	1	Synechocystis			K02902	
K02904	1	Synechocystis			K02904	
K02906	1	Synechocystis			K02906	
K02909	1	Synechocystis			K02909	
K02911	1	Synechocystis			K02911	
K02913	1	Synechocystis			K02913	
K02914	1	Synechocystis			K02914	
K02916	1	Synechocystis			K02916	
K02926	1	Synechocystis			K02926	
K02931	1	Synechocystis			K02931	
K02933	1	Synechocystis			K02933	
K02935	1	Synechocystis			K02935	
K02939	1	Synechocystis			K02939	
K02945	1	Synechocystis			K02945	
K02946	1	Synechocystis			K02946	
K02948	1	Synechocystis			K02948	
K02950	1	Synechocystis			K02950	
K02952	1	Synechocystis			K02952	
K02954	1	Synechocystis			K02954	
K02956	1	Synechocystis			K02956	
K02959	1	Synechocystis			K02959	
K02961	1	Synechocystis			K02961	
K02963	1	Synechocystis			K02963	
K02965	1	Synechocystis			K02965	
K02967	1	Synechocystis			K02967	
K02968	1	Synechocystis			K02968	
K02970	1	Synechocystis			K02970	
K02982	1	Synechocystis			K02982	
K02986	1	Synechocystis			K02986	
K02988	1	Synechocystis			K02988	
K02990	1	Synechocystis			K02990	
K02992	1	Synechocystis			K02992	
K02994	1	Synechocystis			K02994	
K02996	1	Synechocystis			K02996	
K03040	1	Synechocystis	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	2.7.7.6
K03043	1	Synechocystis	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	2.7.7.6
K03046	1	Synechocystis	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	2.7.7.6
K03060	1	Synechocystis	2.7.7.6	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	K00960,K02999,K03002,K03006,K03010,K03018,K03021,K03040,K03041,K03042,K03043,K03044,K03045,K03046,K03047,K03049,K03051,K03052,K03053,K03054,K03055,K03056,K03058,K03059,K03060,K10908,K13797,K13798,K16250,K16251,K16252,K21081,K21239,K21313,K25273,K25274,K25275,K25276,K25277,K25278,K25279,K26135,K26368,K26369,K26370,K26372,K26373	2.7.7.6
K03070	1	Synechocystis	7.4.2.8	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	K02283,K02412,K02454,K03070,K03196,K03199,K03205,K03224,K12080,K12083,K12108,K20527,K20530,K22506	7.4.2.8
K03072	1	Synechocystis			K03072	
K03073	1	Synechocystis			K03073	
K03074	1	Synechocystis			K03074	
K03075	1	Synechocystis			K03075	
K03076	1	Synechocystis			K03076	
K03086	1	Synechocystis			K03086	
K03087	1	Synechocystis			K03087	
K03088	1	Synechocystis			K03088	
K03090	1	Synechocystis			K03090	
K03100	1	Synechocystis	3.4.21.89	K03100,K13280	K03100,K13280	3.4.21.89
K03101	1	Synechocystis	3.4.23.36	K03101	K03101	3.4.23.36
K03106	1	Synechocystis	3.6.5.4	K03106	K03106	3.6.5.4
K03110	1	Synechocystis			K03110	
K03111	1	Synechocystis			K03111	
K03113	1	Synechocystis			K03113	
K03116	1	Synechocystis			K03116	
K03118	1	Synechocystis			K03118	
K03147	1	Synechocystis	4.1.99.17	K03147	K03147	4.1.99.17
K03149	1	Synechocystis	2.8.1.10	K03149	K03149	2.8.1.10
K03154	1	Synechocystis			K03154	
K03168	1	Synechocystis	5.6.2.1	K03163,K03165,K03168,K03169,K25988	K03163,K03165,K03168,K03169,K25988	5.6.2.1
K03177	1	Synechocystis	5.4.99.25	K03177,K07583	K03177,K07583	5.4.99.25
K03179	1	Synechocystis	2.5.1.39	K03179,K06125	K03179,K06125	2.5.1.39
K03181	1	Synechocystis	4.1.3.40	K03181,K18240	K03181,K18240	4.1.3.40
K03182	1	Synechocystis	4.1.1.98	K03182	K03182	4.1.1.98
K03183	1	Synechocystis	2.1.1.163,2.1.1.201	K03183,K03183,K06127	K03183,K06127	2.1.1.163,2.1.1.201
K03185	1	Synechocystis			K03185	
K03186	1	Synechocystis	2.5.1.129	K03186	K03186	2.5.1.129
K03187	1	Synechocystis			K03187	
K03188	1	Synechocystis			K03188	
K03189	1	Synechocystis			K03189	
K03190	1	Synechocystis			K03190	
K03192	1	Synechocystis			K03192	
K03215	1	Synechocystis	2.1.1.190	K03215	K03215	2.1.1.190
K03216	1	Synechocystis	2.1.1.207	K03216	K03216	2.1.1.207
K03217	1	Synechocystis			K03217	
K03218	1	Synechocystis	2.1.1.185	K03218	K03218	2.1.1.185
K03271	1	Synechocystis	5.3.1.28	K03271	K03271	5.3.1.28
K03273	1	Synechocystis	3.1.3.82,3.1.3.83	K03273	K03273	3.1.3.82,3.1.3.83
K03281	1	Synechocystis			K03281	
K03282	1	Synechocystis			K03282	
K03284	1	Synechocystis			K03284	
K03287	1	Synechocystis			K03287	
K03292	1	Synechocystis			K03292	
K03294	1	Synechocystis			K03294	
K03296	1	Synechocystis			K03296	
K03307	1	Synechocystis			K03307	
K03312	1	Synechocystis			K03312	
K03316	1	Synechocystis			K03316	
K03320	1	Synechocystis			K03320	
K03321	1	Synechocystis			K03321	
K03325	1	Synechocystis			K03325	
K03327	1	Synechocystis			K03327	
K03386	1	Synechocystis	1.11.1.24	K03386,K03564,K11065,K11187,K13279,K14171,K20011,K23856,K24157,K24158	K03386,K03564,K11065,K11187,K13279,K14171,K20011,K23856,K24157,K24158	1.11.1.24
K03394	1	Synechocystis	2.1.1.130,2.1.1.151	K03394,K03394,K13540	K03394,K13540	2.1.1.130,2.1.1.151
K03403	1	Synechocystis	6.6.1.1	K03403,K03404,K03405	K03403,K03404,K03405	6.6.1.1
K03404	1	Synechocystis	6.6.1.1	K03403,K03404,K03405	K03403,K03404,K03405	6.6.1.1
K03405	1	Synechocystis	6.6.1.1	K03403,K03404,K03405	K03403,K03404,K03405	6.6.1.1
K03408	1	Synechocystis			K03408	
K03424	1	Synechocystis			K03424	
K03427	1	Synechocystis	2.1.1.72	K00571,K03427,K06223,K07316,K07317,K07318,K07319,K13581,K24174,K26414,K27990	K00571,K03427,K06223,K07316,K07317,K07318,K07319,K13581,K24174,K26414,K27990	2.1.1.72
K03428	1	Synechocystis	2.1.1.11	K03428	K03428	2.1.1.11
K03431	1	Synechocystis	5.4.2.10	K03431,K28126	K03431,K28126	5.4.2.10
K03437	1	Synechocystis			K03437	
K03438	1	Synechocystis	2.1.1.199	K03438	K03438	2.1.1.199
K03439	1	Synechocystis	2.1.1.33	K03439	K03439	2.1.1.33
K03442	1	Synechocystis			K03442	
K03453	1	Synechocystis			K03453	
K03462	1	Synechocystis	2.4.2.12	K03462	K03462	2.4.2.12
K03465	1	Synechocystis	2.1.1.148	K03465	K03465	2.1.1.148
K03469	1	Synechocystis	3.1.26.4	K03469,K03470,K03471,K10743,K14159,K18950,K21037,K22316,K25055	K03469,K03470,K03471,K10743,K14159,K18950,K21037,K22316,K25055	3.1.26.4
K03470	1	Synechocystis	3.1.26.4	K03469,K03470,K03471,K10743,K14159,K18950,K21037,K22316,K25055	K03469,K03470,K03471,K10743,K14159,K18950,K21037,K22316,K25055	3.1.26.4
K03474	1	Synechocystis	2.6.99.2	K03474	K03474	2.6.99.2
K03495	1	Synechocystis			K03495	
K03496	1	Synechocystis			K03496	
K03497	1	Synechocystis			K03497	
K03498	1	Synechocystis			K03498	
K03499	1	Synechocystis			K03499	
K03500	1	Synechocystis	2.1.1.176	K03500	K03500	2.1.1.176
K03501	1	Synechocystis	2.1.1.170	K03501	K03501	2.1.1.170
K03502	1	Synechocystis			K03502	
K03503	1	Synechocystis			K03503	
K03517	1	Synechocystis	2.5.1.72	K03517	K03517	2.5.1.72
K03523	1	Synechocystis			K03523	
K03524	1	Synechocystis	6.3.4.15	K01942,K01947,K03524	K01942,K01947,K03524	6.3.4.15
K03525	1	Synechocystis	2.7.1.33	K00867,K01947,K03525,K09680	K00867,K01947,K03525,K09680	2.7.1.33
K03526	1	Synechocystis	1.17.7.1,1.17.7.3	K03526	K03526	1.17.7.1,1.17.7.3
K03527	1	Synechocystis	1.17.7.4	K03527	K03527	1.17.7.4
K03529	1	Synechocystis			K03529	
K03530	1	Synechocystis			K03530	
K03531	1	Synechocystis			K03531	
K03536	1	Synechocystis	3.1.26.5	K01164,K03536,K03537,K03538,K03539,K03540,K09006,K14522,K14523,K14524,K14525,K14526,K14527,K14528,K14529,K14530,K14533,K18213	K01164,K03536,K03537,K03538,K03539,K03540,K09006,K14522,K14523,K14524,K14525,K14526,K14527,K14528,K14529,K14530,K14533,K18213	3.1.26.5
K03544	1	Synechocystis			K03544	
K03545	1	Synechocystis			K03545	
K03546	1	Synechocystis			K03546	
K03547	1	Synechocystis			K03547	
K03550	1	Synechocystis			K03550	
K03551	1	Synechocystis	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K03553	1	Synechocystis			K03553	
K03555	1	Synechocystis			K03555	
K03559	1	Synechocystis			K03559	
K03561	1	Synechocystis			K03561	
K03564	1	Synechocystis	1.11.1.24	K03386,K03564,K11065,K11187,K13279,K14171,K20011,K23856,K24157,K24158	K03386,K03564,K11065,K11187,K13279,K14171,K20011,K23856,K24157,K24158	1.11.1.24
K03568	1	Synechocystis			K03568	
K03572	1	Synechocystis			K03572	
K03574	1	Synechocystis	3.6.1.55	K03574,K17816,K27537	K03574,K17816,K27537	3.6.1.55
K03575	1	Synechocystis	3.2.2.31	K03575	K03575	3.2.2.31
K03581	1	Synechocystis	3.1.11.5	K03581,K03582,K03583	K03581,K03582,K03583	3.1.11.5
K03584	1	Synechocystis			K03584	
K03587	1	Synechocystis	3.4.16.4	K01286,K02545,K03587,K05365,K05366,K05515,K07258,K07259,K12555,K18770,K18988,K21464,K21469	K01286,K02545,K03587,K05365,K05366,K05515,K07258,K07259,K12555,K18770,K18988,K21464,K21469	3.4.16.4
K03588	1	Synechocystis	2.4.99.28	K03588,K03814,K04478,K05365,K05366,K05367,K05837,K12551,K12555,K18770,K21464	K03588,K03814,K04478,K05365,K05366,K05367,K05837,K12551,K12555,K18770,K21464	2.4.99.28
K03589	1	Synechocystis			K03589	
K03592	1	Synechocystis			K03592	
K03593	1	Synechocystis			K03593	
K03594	1	Synechocystis	1.16.3.1	K00522,K03594,K13624,K14735,K18495,K19054,K22336,K22552	K00522,K03594,K13624,K14735,K18495,K19054,K22336,K22552	1.16.3.1
K03595	1	Synechocystis			K03595	
K03596	1	Synechocystis			K03596	
K03608	1	Synechocystis			K03608	
K03609	1	Synechocystis			K03609	
K03610	1	Synechocystis			K03610	
K03621	1	Synechocystis	2.3.1.274	K03621	K03621	2.3.1.274
K03625	1	Synechocystis			K03625	
K03629	1	Synechocystis			K03629	
K03630	1	Synechocystis			K03630	
K03631	1	Synechocystis			K03631	
K03635	1	Synechocystis	2.8.1.12	K03635,K21142	K03635,K21142	2.8.1.12
K03636	1	Synechocystis			K03636	
K03637	1	Synechocystis	4.6.1.17	K03637,K20967	K03637,K20967	4.6.1.17
K03639	1	Synechocystis	4.1.99.22	K03639,K20967	K03639,K20967	4.1.99.22
K03642	1	Synechocystis	4.2.2.29	K03642,K06381,K07082,K08304,K08305,K08306,K08307,K08308,K08309,K18691,K27245	K03642,K06381,K07082,K08304,K08305,K08306,K08307,K08308,K08309,K18691,K27245	4.2.2.29
K03644	1	Synechocystis	2.8.1.8	K03644	K03644	2.8.1.8
K03650	1	Synechocystis			K03650	
K03654	1	Synechocystis	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K03655	1	Synechocystis	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K03657	1	Synechocystis	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K03664	1	Synechocystis			K03664	
K03665	1	Synechocystis			K03665	
K03666	1	Synechocystis			K03666	
K03668	1	Synechocystis			K03668	
K03671	1	Synechocystis			K03671	
K03676	1	Synechocystis			K03676	
K03684	1	Synechocystis	3.1.13.5	K03684	K03684	3.1.13.5
K03685	1	Synechocystis	3.1.26.3	K03685	K03685	3.1.26.3
K03686	1	Synechocystis			K03686	
K03687	1	Synechocystis			K03687	
K03692	1	Synechocystis	2.4.1.213	K03692	K03692	2.4.1.213
K03695	1	Synechocystis			K03695	
K03696	1	Synechocystis			K03696	
K03699	1	Synechocystis			K03699	
K03701	1	Synechocystis			K03701	
K03702	1	Synechocystis			K03702	
K03703	1	Synechocystis			K03703	
K03705	1	Synechocystis			K03705	
K03711	1	Synechocystis			K03711	
K03722	1	Synechocystis	5.6.2.3	K02209,K02210,K02212,K02314,K02540,K02541,K02542,K03722,K10706,K10726,K10742,K10844,K11136,K11338,K14326,K15254,K15255,K15362,K17265,K17680,K18947,K19036,K19783,K21499,K21502,K25237	K02209,K02210,K02212,K02314,K02540,K02541,K02542,K03722,K10706,K10726,K10742,K10844,K11136,K11338,K14326,K15254,K15255,K15362,K17265,K17680,K18947,K19036,K19783,K21499,K21502,K25237	5.6.2.3
K03723	1	Synechocystis	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K03733	1	Synechocystis			K03733	
K03737	1	Synechocystis	1.2.7.1,1.2.8.1	K00169,K00170,K00171,K00172,K00189,K03737,K03737,K28726,K28727,K28728,K28729	K00169,K00170,K00171,K00172,K00189,K03737,K28726,K28727,K28728,K28729	1.2.7.1,1.2.8.1
K03741	1	Synechocystis	1.20.4.4	K03741,K23988	K03741,K23988	1.20.4.4
K03742	1	Synechocystis	3.5.1.42	K03742,K03743	K03742,K03743	3.5.1.42
K03750	1	Synechocystis	2.10.1.1	K03750,K15376	K03750,K15376	2.10.1.1
K03768	1	Synechocystis	5.2.1.8	K01802,K03767,K03768,K03769,K03770,K03771,K03772,K03773,K03774,K03775,K05864,K07533,K09563,K09564,K09565,K09566,K09567,K09568,K09569,K09570,K09571,K09572,K09573,K09574,K09575,K09576,K09577,K09578,K09579,K10598,K12733,K12734,K12735,K12736,K12737,K12739,K14826,K27682	K01802,K03767,K03768,K03769,K03770,K03771,K03772,K03773,K03774,K03775,K05864,K07533,K09563,K09564,K09565,K09566,K09567,K09568,K09569,K09570,K09571,K09572,K09573,K09574,K09575,K09576,K09577,K09578,K09579,K10598,K12733,K12734,K12735,K12736,K12737,K12739,K14826,K27682	5.2.1.8
K03778	1	Synechocystis	1.1.1.28	K03778	K03778	1.1.1.28
K03782	1	Synechocystis	1.11.1.21	K03782	K03782	1.11.1.21
K03786	1	Synechocystis	4.2.1.10	K03785,K03786,K13830,K13832	K03785,K03786,K13830,K13832	4.2.1.10
K03787	1	Synechocystis	3.1.3.5,3.1.3.6	K01119,K03787,K08693,K01081,K02566,K03787,K08693,K11751,K19283,K19970	K01081,K01119,K02566,K03787,K08693,K11751,K19283,K19970	3.1.3.5,3.1.3.6
K03789	1	Synechocystis	2.3.1.266	K03789	K03789	2.3.1.266
K03795	1	Synechocystis	4.99.1.3	K02190,K03795,K22011	K02190,K03795,K22011	4.99.1.3
K03797	1	Synechocystis	3.4.21.102	K03797	K03797	3.4.21.102
K03798	1	Synechocystis			K03798	
K03800	1	Synechocystis	6.3.1.20	K03800	K03800	6.3.1.20
K03801	1	Synechocystis	2.3.1.181	K03801,K23734,K23735,K23763	K03801,K23734,K23735,K23763	2.3.1.181
K03802	1	Synechocystis	6.3.2.29,6.3.2.30	K03802	K03802	6.3.2.29,6.3.2.30
K03810	1	Synechocystis			K03810	
K03818	1	Synechocystis			K03818	
K03820	1	Synechocystis	2.3.1.269	K03820	K03820	2.3.1.269
K03821	1	Synechocystis	2.3.1.304	K03821	K03821	2.3.1.304
K03823	1	Synechocystis	2.3.1.183	K03823	K03823	2.3.1.183
K03824	1	Synechocystis			K03824	
K03830	1	Synechocystis			K03830	
K03832	1	Synechocystis			K03832	
K03839	1	Synechocystis			K03839	
K03841	1	Synechocystis	3.1.3.11	K01086,K01622,K02446,K03841,K04041,K11532,K28849	K01086,K01622,K02446,K03841,K04041,K11532,K28849	3.1.3.11
K03856	1	Synechocystis	2.5.1.54	K01626,K03856,K13853	K01626,K03856,K13853	2.5.1.54
K03867	1	Synechocystis			K03867	
K03885	1	Synechocystis	1.6.5.9	K03885,K23948	K03885,K23948	1.6.5.9
K03892	1	Synechocystis			K03892	
K03924	1	Synechocystis			K03924	
K03969	1	Synechocystis			K03969	
K03975	1	Synechocystis			K03975	
K03977	1	Synechocystis			K03977	
K03979	1	Synechocystis			K03979	
K03980	1	Synechocystis			K03980	
K04034	1	Synechocystis	1.21.98.3	K04034	K04034	1.21.98.3
K04035	1	Synechocystis	1.14.13.81	K04035	K04035	1.14.13.81
K04037	1	Synechocystis	1.3.7.7	K04037,K04038,K04039	K04037,K04038,K04039	1.3.7.7
K04038	1	Synechocystis	1.3.7.7	K04037,K04038,K04039	K04037,K04038,K04039	1.3.7.7
K04039	1	Synechocystis	1.3.7.7	K04037,K04038,K04039	K04037,K04038,K04039	1.3.7.7
K04040	1	Synechocystis	2.5.1.62,2.5.1.133	K04040	K04040	2.5.1.133,2.5.1.62
K04042	1	Synechocystis	2.7.7.23,2.3.1.157	K00972,K04042,K11528,K23144,K04042,K23144,K28192	K00972,K04042,K11528,K23144,K28192	2.3.1.157,2.7.7.23
K04043	1	Synechocystis			K04043	
K04047	1	Synechocystis			K04047	
K04066	1	Synechocystis	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K04075	1	Synechocystis	6.3.4.19	K04075,K15780	K04075,K15780	6.3.4.19
K04077	1	Synechocystis	5.6.1.7	K04077	K04077	5.6.1.7
K04078	1	Synechocystis			K04078	
K04079	1	Synechocystis			K04079	
K04083	1	Synechocystis			K04083	
K04094	1	Synechocystis	2.1.1.74	K04094	K04094	2.1.1.74
K04096	1	Synechocystis			K04096	
K04127	1	Synechocystis	5.1.1.17	K04127	K04127	5.1.1.17
K04485	1	Synechocystis			K04485	
K04487	1	Synechocystis	2.8.1.7	K04487,K11717	K04487,K11717	2.8.1.7
K04518	1	Synechocystis	4.2.1.51	K01713,K04518,K05359,K14170	K01713,K04518,K05359,K14170	4.2.1.51
K04561	1	Synechocystis	1.7.2.5	K04561	K04561	1.7.2.5
K04564	1	Synechocystis	1.15.1.1	K00518,K04564,K04565,K16627	K00518,K04564,K04565,K16627	1.15.1.1
K04567	1	Synechocystis	6.1.1.6	K04566,K04567	K04566,K04567	6.1.1.6
K04651	1	Synechocystis			K04651	
K04652	1	Synechocystis			K04652	
K04653	1	Synechocystis			K04653	
K04654	1	Synechocystis			K04654	
K04655	1	Synechocystis			K04655	
K04656	1	Synechocystis			K04656	
K04749	1	Synechocystis			K04749	
K04751	1	Synechocystis			K04751	
K04752	1	Synechocystis			K04752	
K04755	1	Synechocystis			K04755	
